Date,RESELE , ,,STORAGE , ,,RESCHG , ,,PPTINC , ,,RAIN , ,,TEMPMN , ,,TEMPMX , ,,TEMPAV , ,,
 ,FEET, ,AF, ,AF, ,INCHES, ,INCHES, ,DEGF, ,DEGF, ,DEGF, ,
08/09/2003,4999.44,,20254,,-79,,0.00,,
08/10/2003,4999.38,,20202,,-52,,0.00,,
08/11/2003,4999.32,,20149,,-53,,0.04,,
08/12/2003,4999.24,,20080,,-69,,0.00,,
08/13/2003,4999.18,,20027,,-53,,0.00,,
08/14/2003,4999.11,,19966,,-61,,0.00,,
08/15/2003,4999.06,,19923,,-43,,0.00,,
08/16/2003,4998.99,,19863,,-60,,0.00,,
08/17/2003,4998.92,,19802,,-61,,0.00,,
08/18/2003,4998.87,,19759,,-43,,0.00,,
08/19/2003,4998.81,,19707,,-52,,0.00,,
08/20/2003,4998.76,,19664,,-43,,0.00,,
08/21/2003,4998.69,,19604,,-60,,0.00,,
08/22/2003,4998.72,,19630,,26,,0.96,,
08/23/2003,4998.68,,19595,,-35,,0.04,,
08/24/2003,4998.62,,19544,,-51,,0.00,,
08/25/2003,4998.57,,19501,,-43,,0.00,,
08/26/2003,4998.52,,19458,,-43,,0.04,,
08/27/2003,4998.45,,19398,,-60,,0.00,,
08/28/2003,4998.40,,19355,,-43,,0.00,,
08/29/2003,4998.34,,19304,,-51,,0.00,,
08/30/2003,4998.28,,19253,,-51,,0.04,,
08/31/2003,4998.22,,19203,,-50,,0.00,,
09/01/2003,4998.16,,19152,,-51,,0.00,,
09/02/2003,4998.11,,19109,,-43,,0.00,,
09/03/2003,4998.06,,19067,,-42,,0.00,,
09/04/2003,4998.00,,19016,,-51,,0.04,,
09/05/2003,4997.94,,18966,,-50,,0.04,,
09/06/2003,4997.87,,18907,,-59,,0.00,,
09/07/2003,4997.80,,18848,,-59,,0.00,,
09/08/2003,4997.74,,18798,,-50,,0.00,,
09/09/2003,4997.68,,18748,,-50,,0.00,,
09/10/2003,4997.61,,18689,,-59,,0.00,,
09/11/2003,4997.56,,18647,,-42,,0.00,,
09/12/2003,4997.50,,18597,,-50,,0.00,,
09/13/2003,4997.43,,18539,,-58,,0.00,,
09/14/2003,4997.38,,18497,,-42,,0.00,,
09/15/2003,4997.32,,18448,,-49,,0.00,,
09/16/2003,4997.24,,18382,,-66,,0.00,,
09/17/2003,4997.17,,18324,,-58,,0.00,,
09/18/2003,4997.12,,18283,,-41,,0.00,,
09/19/2003,4997.06,,18233,,-50,,0.00,,
09/20/2003,4997.01,,18192,,-41,,0.00,,
09/21/2003,4996.95,,18143,,-49,,0.00,,
09/22/2003,4996.90,,18102,,-41,,0.00,,
09/23/2003,4996.84,,18053,,-49,,0.00,,
09/24/2003,4996.79,,18012,,-41,,0.00,,
09/25/2003,4996.72,,17955,,-57,,0.00,,
09/26/2003,4996.66,,17906,,-49,,0.00,,
09/27/2003,4996.60,,17857,,-49,,0.00,,
09/28/2003,4996.54,,17808,,-49,,0.00,,
09/29/2003,4996.48,,17760,,-48,,0.00,,
09/30/2003,4996.42,,17711,,-49,,0.00,,
10/01/2003,4996.37,,17671,,-40,,0.00,,0.00,,
10/02/2003,4996.31,,17622,,-49,,0.00,,0.00,,
10/03/2003,4996.24,,17566,,-56,,0.00,,0.00,,
10/04/2003,4996.19,,17526,,-40,,0.00,,0.00,,
10/05/2003,4996.13,,17478,,-48,,0.00,,0.00,,
10/06/2003,4996.08,,17438,,-40,,0.00,,0.00,,
10/07/2003,4996.02,,17390,,-48,,0.00,,0.00,,
10/08/2003,4995.96,,17342,,-48,,0.00,,0.00,,
10/09/2003,4995.89,,17286,,-56,,0.00,,0.00,,
10/10/2003,4995.85,,17254,,-32,,0.00,,0.00,,
10/11/2003,4995.77,,17190,,-64,,0.00,,0.00,,
10/12/2003,4995.72,,17151,,-39,,0.00,,0.00,,
10/13/2003,4995.65,,17095,,-56,,0.00,,0.00,,
10/14/2003,4995.59,,17048,,-47,,0.00,,0.00,,
10/15/2003,4995.54,,17008,,-40,,0.00,,0.00,,
10/16/2003,4995.48,,16961,,-47,,0.00,,0.00,,
10/17/2003,4995.42,,16914,,-47,,0.00,,0.00,,
10/18/2003,4995.40,,16898,,-16,,0.00,,0.00,,
10/19/2003,4995.34,,16851,,-47,,0.00,,0.00,,
10/20/2003,4995.28,,16804,,-47,,0.00,,0.00,,
10/21/2003,4995.21,,16749,,-55,,0.00,,0.00,,
10/22/2003,4995.16,,16710,,-39,,0.00,,0.00,,
10/23/2003,4995.11,,16671,,-39,,0.00,,0.00,,
10/24/2003,4995.04,,16616,,-55,,0.00,,0.00,,
10/25/2003,4994.98,,16570,,-46,,0.00,,0.00,,
10/26/2003,4994.95,,16547,,-23,,0.00,,0.00,,
10/27/2003,4994.90,,16508,,-39,,0.00,,0.00,,
10/28/2003,4994.85,,16469,,-39,,0.00,,0.00,,
10/29/2003,4994.79,,16423,,-46,,0.00,,0.00,,
10/30/2003,4994.70,,16353,,-70,,0.00,,0.00,,
10/31/2003,4994.65,,16315,,-38,,0.00,,0.00,,
11/01/2003,4994.59,,16268,,-47,,0.00,,0.00,,
11/02/2003,4994.54,,16230,,-38,,0.00,,0.00,,
11/03/2003,4994.52,,16215,,-15,,0.16,,0.16,,
11/04/2003,4994.46,,16169,,-46,,0.00,,0.16,,
11/05/2003,4994.41,,16131,,-38,,0.00,,0.16,,
11/06/2003,4994.37,,16100,,-31,,0.04,,0.20,,
11/07/2003,4994.33,,16070,,-30,,0.00,,0.20,,
11/08/2003,4994.31,,16054,,-16,,0.04,,0.24,,
11/09/2003,4994.34,,16077,,23,,0.80,,1.04,,
11/10/2003,4994.32,,16062,,-15,,0.04,,1.08,,
11/11/2003,4994.26,,16016,,-46,,0.04,,1.12,,
11/12/2003,4994.25,,16009,,-7,,0.00,,1.12,,
11/13/2003,4994.20,,15971,,-38,,0.00,,1.12,,
11/14/2003,4994.17,,15948,,-23,,0.00,,1.12,,
11/15/2003,4994.12,,15910,,-38,,0.08,,1.20,,
11/16/2003,4994.08,,15880,,-30,,0.04,,1.24,,
11/17/2003,4994.04,,15849,,-31,,0.08,,1.32,,
11/18/2003,4994.01,,15826,,-23,,0.04,,1.36,,
11/19/2003,4993.98,,15804,,-22,,0.00,,1.36,,
11/20/2003,4993.93,,15766,,-38,,0.00,,1.36,,
11/21/2003,4993.88,,15728,,-38,,0.00,,1.36,,
11/22/2003,4993.82,,15683,,-45,,0.00,,1.36,,
11/23/2003,4993.78,,15653,,-30,,0.00,,1.36,,
11/24/2003,4993.73,,15616,,-37,,0.00,,1.36,,
11/25/2003,4993.69,,15586,,-30,,0.00,,1.36,,
11/26/2003,4993.64,,15549,,-37,,0.00,,1.36,,
11/27/2003,4993.60,,15519,,-30,,0.00,,1.36,,
11/28/2003,4993.54,,15474,,-45,,0.00,,1.36,,
11/29/2003,4993.50,,15444,,-30,,0.00,,1.36,,
11/30/2003,4993.50,,15420,e,-24,,0.00,,1.36,,
12/01/2003,4993.44,,15399,,-21,,0.00,,1.36,,
12/02/2003,4993.43,,15392,,-7,,0.04,,1.40,,
12/03/2003,4993.36,,15340,,-52,,0.04,,1.44,,
12/04/2003,4993.32,,15310,,-30,,0.00,,1.44,,
12/05/2003,4993.30,,15296,,-14,,0.00,,1.44,,
12/06/2003,4993.46,,15414,,118,,1.40,,2.84,,
12/07/2003,4993.50,,15444,,30,,0.20,,3.04,,
12/08/2003,4993.48,,15429,,-15,,0.00,,3.04,,
12/09/2003,4993.42,,15385,,-45,,0.00,,3.04,,
12/10/2003,4993.42,,15372,e,-13,,0.28,,3.32,,
12/11/2003,4993.42,,15360,e,-12,,0.04,,3.36,,
12/12/2003,4993.37,,15348,,-12,,0.12,,3.48,,
12/13/2003,4993.38,,15355,,7,,0.04,,3.52,,
12/14/2003,4993.43,,15392,,37,,0.84,,4.36,,
12/15/2003,4993.40,,15370,,-22,,0.00,,4.36,,
12/16/2003,4993.33,,15318,,-52,,0.00,,4.36,,
12/17/2003,4993.30,,15296,,-22,,0.00,,4.36,,
12/18/2003,4993.26,,15266,,-30,,0.00,,4.36,,
12/19/2003,4993.24,,15251,,-15,,0.00,,4.36,,
12/20/2003,4993.22,,15237,,-14,,0.08,,4.44,,
12/21/2003,4993.20,,15222,,-15,,0.00,,4.44,,
12/22/2003,4993.17,,15200,,-22,,0.04,,4.48,,
12/23/2003,4993.14,,15178,,-22,,0.00,,4.48,,
12/24/2003,4993.24,,15251,,74,,0.76,,5.24,,
12/25/2003,4993.24,,15225,e,-26,,0.24,,5.48,,
12/26/2003,4993.17,,15200,,-25,,0.00,,5.48,,
12/27/2003,4993.14,,15178,,-22,,0.00,,5.48,,
12/28/2003,4993.14,,15210,e,32,,0.04,,5.52,,
12/29/2003,4993.23,,15244,,34,,0.68,,6.20,,
12/30/2003,4993.21,,15229,,-15,,0.44,,6.64,,
12/31/2003,4993.16,,15192,,-37,,0.16,,6.80,,
01/01/2004,4993.25,,15259,,67,,0.56,,7.36,,
01/02/2004,4993.22,,15237,,-22,,0.20,,7.56,,
01/03/2004,4993.22,,15215,e,-22,,0.04,,7.60,,
01/04/2004,4993.16,,15192,,-23,,0.00,,7.60,,
01/05/2004,4993.16,,15185,e,-7,,0.00,,7.60,,
01/06/2004,4993.14,,15178,,-7,,0.00,,7.60,,
01/07/2004,4993.12,,15163,,-15,,0.08,,7.68,,
01/08/2004,4993.07,,15126,,-37,,0.08,,7.76,,
01/09/2004,4993.04,,15104,,-22,,0.00,,7.76,,
01/10/2004,4993.02,,15089,,-15,,0.08,,7.84,,
01/11/2004,4993.01,,15082,,-8,,0.00,,7.84,,
01/12/2004,4993.01,,15075,e,-7,,0.00,,7.84,,
01/13/2004,4992.99,,15067,,-8,,0.00,,7.84,,
01/14/2004,4992.96,,15045,,-22,,0.00,,7.84,,
01/15/2004,4992.94,,15031,,-14,,0.04,,7.88,,
01/16/2004,4992.89,,14994,,-37,,0.00,,7.88,,
01/17/2004,4992.87,,14980,,-15,,0.00,,7.88,,
01/18/2004,4992.87,,14965,e,-15,,0.00,,7.88,,
01/19/2004,4992.83,,14950,,-15,,0.00,,7.88,,
01/20/2004,4992.80,,14928,,-22,,0.00,,7.88,,
01/21/2004,4992.77,,14907,,-21,,0.00,,7.88,,
01/22/2004,4992.73,,14877,,-30,,0.00,,7.88,,
01/23/2004,4992.74,,14885,,8,,0.00,,7.88,,
01/24/2004,4992.69,,14848,,-37,,0.00,,7.88,,
01/25/2004,4992.66,,14827,,-21,,0.00,,7.88,,
01/26/2004,4992.62,,14798,,-29,,0.00,,7.88,,
01/27/2004,4992.62,,14798,,0,,0.20,,8.08,,
01/28/2004,4992.60,,14783,,-15,,0.00,,8.08,,
01/29/2004,4992.62,,14798,,15,,0.08,,8.16,,
01/30/2004,4992.63,,14805,,7,,0.00,,8.16,,
01/31/2004,4992.63,,14805,,0,,0.04,,8.20,,
02/01/2004,4992.59,,14776,,-29,,0.00,,8.20,,
02/02/2004,4992.68,,14841,,65,,0.52,,8.72,,
02/03/2004,4992.68,,14841,,0,,0.04,,8.76,,
02/04/2004,4992.68,,14841,,0,,0.04,,8.80,,
02/05/2004,4992.68,,14841,,0,,0.00,,8.80,,
02/06/2004,4992.69,,14848,,7,,0.20,,9.00,,
02/07/2004,4992.70,,14856,,8,,0.12,,9.12,,
02/08/2004,4992.70,,14856,,0,,0.00,,9.12,,
02/09/2004,4992.69,,14848,,-8,,0.00,,9.12,,
02/10/2004,4992.69,,14848,,0,,0.00,,9.12,,
02/11/2004,4992.69,,14848,,0,,0.00,,9.12,,
02/12/2004,4992.69,,14848,,0,,0.00,,9.12,,
02/13/2004,4992.68,,14841,,-7,,0.00,,9.12,,
02/14/2004,4992.69,,14848,,7,,0.00,,9.12,,
02/15/2004,4992.69,,14848,,0,,0.00,,9.12,,
02/16/2004,4992.84,,14957,,109,,0.88,,10.00,,
02/17/2004,4993.24,,15251,,294,,1.32,,11.32,,
02/18/2004,4993.58,,15504,,253,,0.36,,11.68,,
02/19/2004,4993.75,,15631,,127,,0.04,,11.72,,
02/20/2004,4993.86,,15713,,82,,0.00,,11.72,,
02/21/2004,4993.94,,15774,,61,,0.00,,11.72,,
02/22/2004,4994.00,,15819,,45,,0.08,,11.80,,
02/23/2004,4994.08,,15880,,61,,0.04,,11.84,,
02/24/2004,4994.14,,15925,,45,,0.16,,12.00,,
02/25/2004,4994.35,,16085,,160,,1.40,,13.40,,
02/26/2004,4994.46,,16169,,84,,0.60,,14.00,,
02/27/2004,4994.52,,16215,,46,,0.00,,14.00,,
02/28/2004,4994.56,,16246,,31,,0.04,,14.04,,
02/29/2004,4994.60,,16276,,30,,0.00,,14.04,,
03/01/2004,4994.65,,16315,,39,,0.16,,14.20,,
03/02/2004,4994.65,,16315,,0,,0.04,,14.24,,
03/03/2004,4994.71,,16361,,46,,0.00,,14.24,,
03/04/2004,4994.74,,16384,,23,,0.04,,14.28,,
03/05/2004,4994.77,,16407,,23,,0.00,,14.28,,
03/06/2004,4994.81,,16438,,31,,0.08,,14.36,,
03/07/2004,4994.90,,16508,,70,,0.00,,14.36,,
03/08/2004,4995.02,,16601,,93,,0.00,,14.36,,
03/09/2004,4995.20,,16741,,140,,0.00,,14.36,,
03/10/2004,4995.40,,16898,,157,,0.00,,14.36,,
03/11/2004,4995.62,,17072,,174,,0.00,,14.36,,
03/12/2004,4995.82,,17230,,158,,0.00,,14.36,,
03/13/2004,4996.06,,17422,,192,,0.00,,14.36,,
03/14/2004,4996.32,,17630,,208,,0.00,,14.36,,
03/15/2004,4996.60,,17857,,227,,0.00,,14.36,,
03/16/2004,4996.87,,18077,,220,,0.00,,14.36,,
03/17/2004,4997.16,,18316,,239,,0.00,,14.36,,
03/18/2004,4997.50,,18597,,281,,0.00,,14.36,,
03/19/2004,4997.88,,18915,,318,,0.00,,14.36,,
03/20/2004,4998.28,,19253,,338,,0.00,,14.36,,
03/21/2004,4998.68,,19595,,342,,0.00,,14.36,,
03/22/2004,4999.08,,19940,,345,,0.00,,14.36,,
03/23/2004,4999.48,,20289,,349,,0.00,,14.36,,
03/24/2004,4999.86,,20624,,335,,0.00,,14.36,,
03/25/2004,5000.22,,20948,,324,,0.36,,14.72,,
03/26/2004,5000.46,,21161,,213,,0.08,,14.80,,
03/27/2004,5000.68,,21359,,198,,0.08,,14.88,,
03/28/2004,5000.88,,21539,,180,,0.04,,14.92,,
03/29/2004,5001.12,,21756,,217,,0.00,r,14.92,,
03/30/2004,5001.38,,21993,,237,,--,,14.92,,
03/31/2004,5001.63,,22222,,229,,0.00,,14.92,,
04/01/2004,5001.84,,22416,,194,,0.00,,14.92,,
04/02/2004,5002.02,,22611,,195,,0.00,,14.92,,
04/03/2004,5002.26,,22806,,195,,0.00,,14.92,,
04/04/2004,5002.46,,22994,,188,,0.00,,14.92,,
04/05/2004,5002.63,,23153,,159,,0.00,,14.92,,
04/06/2004,5002.93,,23248,,95,,0.00,,14.92,,
04/07/2004,5002.79,,23305,,57,,0.00,,14.92,,
04/08/2004,5002.84,,23352,,47,,0.00,,14.92,,
04/09/2004,5002.86,,23371,,19,,0.00,,14.92,,
04/10/2004,5002.85,,23362,,-9,,0.00,,14.92,,
04/11/2004,5002.84,,23352,,-10,,0.00,,14.92,,
04/12/2004,5002.84,,23352,,0,,0.00,,14.92,,
04/13/2004,5002.78,,23295,,-57,,0.00,,14.92,,
04/14/2004,5002.76,,23276,,-19,,0.00,,14.92,,
04/15/2004,5002.74,,23258,,-18,,0.00,,14.92,,
04/16/2004,5002.70,,23220,,-38,,0.00,,14.92,,
04/17/2004,5002.66,,23182,,-38,,0.00,,14.92,,
04/18/2004,5002.63,,23153,,-29,,0.00,,14.92,,
04/19/2004,5002.61,,23135,,-18,,0.00,,14.92,,
04/20/2004,5002.60,,23125,,-10,,0.08,,15.00,,
04/21/2004,5002.64,,23163,,38,,0.20,,15.20,,
04/22/2004,5002.59,,23116,,-47,,0.04,,15.24,,
04/23/2004,5002.58,,23107,,-9,,0.04,,15.28,,
04/24/2004,5002.62,,23144,,37,,0.08,,15.36,,
04/25/2004,5002.64,,23163,,19,,0.00,,15.36,,
04/26/2004,5002.68,,23201,,38,,0.00,,15.36,,
04/27/2004,5002.72,,23239,,38,,0.04,,15.40,,
04/28/2004,5002.72,,23239,,0,,0.00,,15.40,,
04/29/2004,5002.66,,23182,,-57,,0.00,,15.40,,
04/30/2004,5002.70,,23220,,38,,0.00,,15.40,,
05/01/2004,5002.72,,23239,,19,,0.00,,15.40,,
05/02/2004,5002.73,,23248,,9,,0.00,,15.40,,
05/03/2004,5002.74,,23258,,10,,0.00,,15.40,,
05/04/2004,5002.73,,23248,,-10,,0.00,,15.40,,
05/05/2004,5002.68,,23201,,-47,,0.00,,15.40,,
05/06/2004,5002.65,,23172,,-29,,0.00,,15.40,,
05/07/2004,5002.62,,23144,,-28,,0.00,,15.40,,
05/08/2004,5002.59,,23116,,-28,,0.00,,15.40,,
05/09/2004,5002.58,,23107,,-9,,0.00,,15.40,,
05/10/2004,5002.61,,23135,,28,,0.00,,15.40,,
05/11/2004,5002.64,,23163,,28,,0.36,,15.76,,
05/12/2004,5002.62,,23144,,-19,,0.08,,15.84,,
05/13/2004,5002.57,,23097,,-47,,0.00,,15.84,,
05/14/2004,5002.55,,23078,,-19,,0.04,,15.88,,
05/15/2004,5002.54,,23069,,-9,,0.00,,15.88,,
05/16/2004,5002.50,,23031,,-38,,0.00,,15.88,,
05/17/2004,5002.48,,23012,,-19,,0.00,,15.88,,
05/18/2004,5002.46,,22994,,-18,,0.00,,15.88,,
05/19/2004,5002.45,,22984,,-10,,0.00,,15.88,,
05/20/2004,5002.44,,22975,,-9,,0.00,,15.88,,
05/21/2004,5002.46,,22994,,19,,0.16,,16.04,,
05/22/2004,5002.45,,22984,,-10,,0.04,,16.08,,
05/23/2004,5002.44,,22975,,-9,,0.04,,16.12,,
05/24/2004,5002.43,,22966,,-9,,0.04,,16.16,,
05/25/2004,5002.41,,22947,,-19,,0.00,,16.16,,
05/26/2004,5002.40,,22937,,-10,,0.00,,16.16,,
05/27/2004,5002.39,,22928,,-9,,0.12,,16.28,,
05/28/2004,5002.43,,22966,,38,,0.12,,16.40,,
05/29/2004,5002.44,,22975,,9,,0.08,,16.48,,
05/30/2004,5002.40,,22937,,-38,,0.00,,16.48,,
05/31/2004,5002.39,,22928,,-9,,0.04,,16.52,,
06/01/2004,5002.34,,22881,,-47,,0.00,,16.52,,
06/02/2004,5002.30,,22844,,-37,,0.00,,16.52,,
06/03/2004,5002.26,,22806,,-38,,0.00,,16.52,,
06/04/2004,5002.22,,22769,,-37,,0.00,,16.52,,
06/05/2004,5002.19,,22741,,-28,,0.00,,16.52,,
06/06/2004,5002.14,,22695,,-46,,0.00,,16.52,,
06/07/2004,5002.10,,22657,,-38,,0.00,,16.52,,
06/08/2004,5002.06,,22620,,-37,,0.00,,16.52,,
06/09/2004,5002.11,,22666,,46,,0.28,,16.80,,
06/10/2004,5002.08,,22639,,-27,,0.08,,16.88,,
06/11/2004,5002.07,,22629,,-10,,0.00,,16.88,,
06/12/2004,5002.04,,22601,,-28,,0.04,,16.92,,
06/13/2004,5002.02,,22583,,-18,,0.00,,16.92,,
06/14/2004,5001.97,,22537,,-46,,0.04,,16.96,,
06/15/2004,5001.95,,22518,,-19,,0.00,,16.96,,
06/16/2004,5001.91,,22481,,-37,,0.00,,16.96,,
06/17/2004,5001.84,,22416,,-65,,0.00,,16.96,,
06/18/2004,5001.80,,22379,,-37,,0.00,,16.96,,
06/19/2004,5001.76,,22342,,-37,,0.00,,16.96,,
06/20/2004,5001.71,,22296,,-46,,0.00,,16.96,,
06/21/2004,5001.66,,22250,,-46,,0.00,,16.96,,
06/22/2004,5001.61,,22204,,-46,,0.00,,16.96,,
06/23/2004,5001.56,,22158,,-46,,0.00,,16.96,,
06/24/2004,5001.50,,22103,,-55,,0.00,,16.96,,
06/25/2004,5001.45,,22057,,-46,,0.00,,16.96,,
06/26/2004,5001.42,,22030,,-27,,0.00,,16.96,,
06/27/2004,5001.38,,21993,,-37,,0.04,,17.00,,
06/28/2004,5001.31,,21929,,-64,,0.00,,17.00,,
06/29/2004,5001.26,,21883,,-46,,0.00,,17.00,,
06/30/2004,5001.30,,21920,,37,,0.40,,17.40,,
07/01/2004,5001.20,,21829,,-91,,0.00,,17.40,,
07/02/2004,5001.16,,21793,,-36,,0.04,,17.44,,
07/03/2004,5001.11,,21747,,-46,,0.00,,17.44,,
07/04/2004,5001.06,,21702,,-45,,0.04,,17.48,,
07/05/2004,5001.00,,21647,,-55,,0.00,,17.48,,
07/06/2004,5000.95,,21602,,-45,,0.00,,17.48,,
07/07/2004,5000.89,,21548,,-54,,0.00,,17.48,,
07/08/2004,5000.85,,21512,,-36,,0.00,,17.48,,
07/09/2004,5000.78,,21448,,-64,,0.00,,17.48,,
07/10/2004,5000.69,,21368,,-80,,0.00,,17.48,,
07/11/2004,5000.64,,21323,,-45,,0.00,,17.48,,
07/12/2004,5000.57,,21260,,-63,,0.00,,17.48,,
07/13/2004,5000.51,,21206,,-54,,0.00,,17.48,,
07/14/2004,5000.44,,21144,,-62,,0.00,,17.48,,
07/15/2004,5000.38,,21090,,-54,,0.00,,17.48,,
07/16/2004,5000.32,,21036,,-54,,0.00,,17.48,,
07/17/2004,5000.25,,20974,,-62,,0.00,,17.48,,
07/18/2004,5000.20,,20930,,-44,,0.00,,17.48,,
07/19/2004,5000.13,,20868,,-62,,0.00,,17.48,,
07/20/2004,5000.07,,20815,,-53,,0.00,,17.48,,
07/21/2004,5000.01,,20761,,-53,,0.00,,17.48,,
07/22/2004,4999.95,,20701,,-60,,0.00,,17.48,,
07/23/2004,4999.88,,20639,,-62,,0.00,,17.48,,
07/24/2004,4999.82,,20585,,-54,,0.00,,17.48,,
07/25/2004,4999.76,e,20535,e,-50,,0.00,,17.48,,
07/26/2004,4999.69,,20474,,-61,,0.00,,17.48,,
07/27/2004,4999.62,,20412,,-62,,0.00,,17.48,,
07/28/2004,4999.54,,20342,,-70,,0.00,,17.48,,
07/29/2004,4999.48,,20289,,-53,,0.00,,17.48,,
07/30/2004,4999.40,,20219,,-70,,0.00,,17.48,,
07/31/2004,4999.34,,20167,,-52,,0.00,,17.48,,
08/01/2004,4999.27,,20106,,-61,,0.00,,17.48,,
08/02/2004,4999.20,,20045,,-61,,0.00,,17.48,,
08/03/2004,4999.14,,19993,,-52,,0.00,,17.48,,
08/04/2004,4999.06,,19923,,-70,,0.00,,17.48,,
08/05/2004,4999.03,,19897,,-26,,0.00,,17.48,,
08/06/2004,4998.96,,19836,,-61,,0.00,,17.48,,
08/07/2004,4998.90,,19784,,-52,,0.00,,17.48,,
08/08/2004,4998.85,,19741,,-43,,0.00,,17.48,,
08/09/2004,4998.77,,19672,,-69,,0.00,,17.48,,
08/10/2004,4998.71,,19621,,-51,,0.00,,17.48,,
08/11/2004,4998.65,,19569,,-52,,0.00,,17.48,,
08/12/2004,4998.58,,19509,,-60,,0.00,,17.48,,
08/13/2004,4998.52,,19458,,-51,,0.00,,17.48,,
08/14/2004,4998.46,,19407,,-51,,0.00,,17.48,,
08/15/2004,4998.40,,19355,,-52,,0.00,,17.48,,
08/16/2004,4998.35,,19313,,-42,,0.00,,17.48,,
08/17/2004,4998.27,,19245,,-68,,0.00,,17.48,,
08/18/2004,4998.22,,19203,,-42,,0.00,,17.48,,
08/19/2004,4998.16,,19152,,-51,,0.00,,17.48,,
08/20/2004,4998.08,,19084,,-68,,0.00,,17.48,,
08/21/2004,4998.03,,19041,,-43,,0.00,,17.48,,
08/22/2004,4997.95,,18974,,-67,,0.00,,17.48,,
08/23/2004,4997.89,,18924,,-50,,0.00,,17.48,,
08/24/2004,4997.83,,18873,,-51,,0.00,,17.48,,
08/25/2004,4997.76,,18814,,-59,,0.00,,17.48,,
08/26/2004,4997.69,,18756,,-58,,0.00,,17.48,,
08/27/2004,4997.62,,18697,,-59,,0.00,,17.48,,
08/28/2004,4997.56,,18647,,-50,,0.00,,17.48,,
08/29/2004,4997.50,,18597,,-50,,0.00,,17.48,,
